"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"GTF2H2",3.53435791892564e-10,-1.25292326382614,0.032,0.136,7.994010741026e-06
"VOPP1",3.74173258691378e-10,-0.3955283558197,0.098,0.249,8.46305076508159e-06
"GNG2",3.78486175272367e-10,-0.602507140592757,0.095,0.236,8.56060031231041e-06
"DTWD1",3.81801238316693e-10,-0.828722583642847,0.052,0.171,8.63558040824695e-06
"UPP2",3.82712531009254e-10,-0.90680063714008,0.077,0.209,8.65619202636731e-06
"RELA",3.84301400508875e-10,3.47155294720057,0.114,0.028,8.69212907670973e-06
"PCSK1N",3.94464123933782e-10,-0.550200138476407,0.247,0.451,8.92198955513428e-06
"RNF150",4.03832281414966e-10,-0.408460787592434,0.172,0.359,9.13387854104369e-06
"PEX3",4.04075054096951e-10,-2.05054175089848,0.038,0.142,9.13936957356483e-06
"SCAI",4.14199885705281e-10,-0.527857406709885,0.15,0.321,9.36837301488204e-06
"SRM",4.2736804008684e-10,-0.968454208148405,0.054,0.173,9.66621033068415e-06
"RP5-896L10.1",4.42906814330797e-10,-1.03112522609692,0.05,0.167,1.0017666326534e-05
"RP11-665G4.1",4.48898195164821e-10,-1.07892084967393,0.057,0.177,1.01531793782379e-05
"ERMN",4.74942540428472e-10,2.91827157086325,0.14,0.044,1.07422503794112e-05
"INF2",4.77421542157202e-10,2.51501095430758,0.19,0.081,1.07983204405116e-05
"BCOR",4.96315625113298e-10,2.66512468706193,0.197,0.086,1.12256668088126e-05
"PLPPR1",5.03760999940064e-10,-0.611176315869733,0.127,0.281,1.13940662966444e-05
"MLLT3",5.18239371193227e-10,-0.263511084515114,0.218,0.422,1.17215380976484e-05
"HSD17B12",5.33876668756828e-10,-0.426444997978625,0.102,0.252,1.20752224939419e-05
"ATP6AP2",5.43343362388898e-10,-0.44579571014599,0.114,0.269,1.22893401705121e-05
"CHD9",5.48866625674006e-10,-0.26736057393784,0.338,0.571,1.24142653394947e-05
"UGGT2",5.57864597849979e-10,-0.318652072896627,0.163,0.341,1.26177814741708e-05
"BCAP29",5.58884536289994e-10,-0.728815903674112,0.079,0.212,1.26408504418071e-05
"MAPK8",5.62276180395099e-10,-0.384302564197187,0.161,0.335,1.27175626481764e-05
"SLITRK4",5.63721193371814e-10,-0.825360463810248,0.066,0.193,1.27502459516837e-05
"HOMER1",5.68484698810801e-10,-0.825585515088715,0.077,0.209,1.28579869177027e-05
"FAM208B",5.69494676127332e-10,-0.672892711522945,0.088,0.224,1.2880830584648e-05
"NNT",5.70949347126343e-10,-0.961237336223106,0.073,0.199,1.29137323333036e-05
"CEP57",5.83126907200119e-10,-0.907616880005409,0.079,0.211,1.31891643870523e-05
"RGCC",5.88272618619613e-10,2.65875219878222,0.191,0.083,1.33055500879384e-05
"PPIP5K2",5.91983875000537e-10,-0.390459903253294,0.109,0.258,1.33894912847621e-05
"TAPT1-AS1",6.05703976173474e-10,-0.792824289031894,0.077,0.209,1.36998125330916e-05
"MED12L",6.14056164907667e-10,-0.6651513826227,0.104,0.249,1.38887223378816e-05
"WDR11-AS1",6.29085458572094e-10,-1.12443485966062,0.054,0.17,1.42286549019836e-05
"NELL1",6.59913841637833e-10,-1.01110719559612,0.107,0.249,1.49259312701645e-05
"BTG1",6.87199919098973e-10,-1.00764197267289,0.075,0.204,1.55430877701806e-05
"EXOC4",6.9930747344354e-10,-0.27099848965419,0.249,0.455,1.5816936434346e-05
"NALCN",7.15759319630654e-10,-0.365818029425986,0.263,0.479,1.61890442914061e-05
"NKX6-2",7.27035369930638e-10,2.54777123862172,0.148,0.05,1.64440859970912e-05
"COA1",7.6534764625766e-10,-0.696609039385263,0.073,0.204,1.73106330630558e-05
"NR2F2",7.78295968273322e-10,-1.40798884147921,0.036,0.139,1.7603498210406e-05
"DYRK1A",7.84140736131453e-10,-0.401583549456111,0.138,0.299,1.77356951698212e-05
"PMS1",7.8743879552979e-10,-0.601253534555844,0.098,0.24,1.78102906772928e-05
"RAB2A",7.99767301876887e-10,-0.617524158788843,0.131,0.288,1.80891368338514e-05
"TPD52L2",8.3887133329382e-10,2.34104975168086,0.224,0.111,1.89735918164396e-05
"RGS17",8.60674510801227e-10,-0.648402609504266,0.045,0.155,1.94667360853022e-05
"SH3RF3",8.64857838142695e-10,-0.528499039257005,0.136,0.294,1.95613545831115e-05
"NR3C1",8.81208188805044e-10,-0.377731392708571,0.134,0.29,1.99311668143925e-05
"RASA2",9.08980709259931e-10,-0.339671130373881,0.131,0.294,2.05593256820411e-05
"DACH2",9.09449048228453e-10,-1.39792714692944,0.021,0.113,2.05699185728311e-05
"PHF14",9.13613484162349e-10,-0.435021206048475,0.213,0.404,2.0664109784784e-05
"NMD3",9.20544080713644e-10,-0.700821938959554,0.068,0.192,2.08208660175812e-05
"NRG1",9.79900374322037e-10,-0.876327747567686,0.209,0.375,2.21633866664158e-05
"RFWD2",1.0238410564873e-09,-0.359292642151756,0.143,0.305,2.31572370156299e-05
"CAMTA1",1.0320481314314e-09,-0.284482267278511,0.342,0.583,2.33428646367154e-05
"SUPT3H",1.04342355165653e-09,-0.435599665229915,0.204,0.4,2.36001538913674e-05
"FTO",1.0478282576557e-09,-0.313288105964491,0.234,0.435,2.36997795316566e-05
"U91319.1",1.04803519843081e-09,-1.001189837712,0.05,0.161,2.3704460118108e-05
"AC074391.1",1.05407057901147e-09,-1.48666494119369,0.029,0.124,2.38409683560815e-05
"FAM184A",1.0600686473675e-09,-0.948996260249599,0.068,0.193,2.39766326661581e-05
"NLGN4X",1.08482656550254e-09,-0.355766899163408,0.163,0.338,2.45366072585366e-05
"XIST",1.08785046362627e-09,1.44986648080586,0.209,0.091,2.46050017862991e-05
"SUSD4",1.12660827254455e-09,-0.365017928129345,0.127,0.286,2.54816259084126e-05
"ZNF532",1.13331036637475e-09,-0.345651824804046,0.107,0.255,2.56332138666641e-05
"STMN2",1.13560023532227e-09,-0.538093235468824,0.122,0.269,2.56850061225192e-05
"PPA2",1.14295412949523e-09,-0.512407457207854,0.106,0.252,2.58513365009231e-05
"TMEM59L",1.17581066187697e-09,-0.428417178660983,0.184,0.363,2.65944855503334e-05
"SVEP1",1.18585613386777e-09,-0.772856113558116,0.082,0.211,2.68216940358211e-05
"STK39",1.19818669647087e-09,-0.936900013373738,0.086,0.217,2.71005867007782e-05
"ABCA2",1.21037529137684e-09,1.93569717059769,0.338,0.23,2.73762683403613e-05
"APBA1",1.22766604010649e-09,-0.351905123232,0.172,0.344,2.77673504951285e-05
"MIR124-2HG",1.22829216637163e-09,-0.750944541558143,0.063,0.184,2.77815122189934e-05
"ACAP2",1.29932868403519e-09,-0.370407269570877,0.165,0.335,2.93882161755079e-05
"TNR",1.38308318157704e-09,-0.486919732369075,0.179,0.35,3.12825754009095e-05
"SLC35F4",1.38470196392986e-09,-0.722804635604335,0.114,0.259,3.13191890201656e-05
"SHISA9",1.39014441705082e-09,-0.401991313455138,0.225,0.413,3.14422864248555e-05
"SCN1A",1.41414681817406e-09,-0.319374129562796,0.263,0.474,3.19851727334608e-05
"GPC6",1.41511819676223e-09,-0.736447682246822,0.107,0.247,3.20071433743682e-05
"SPDYE2",1.46059968248719e-09,-1.96676679903337,0.02,0.107,3.30358436184952e-05
"KIFAP3",1.49663607353303e-09,-0.262125606994981,0.157,0.334,3.38509147111701e-05
"RPL10",1.55841595562518e-09,-0.303800981719386,0.218,0.408,3.52482520843302e-05
"CWC27",1.57063240182582e-09,-0.493992219072321,0.089,0.224,3.55245636644964e-05
"LRRC39",1.58435247553789e-09,-1.51306059773926,0.048,0.157,3.58348842917159e-05
"SEP15",1.59598008981362e-09,-0.527398002023788,0.068,0.193,3.60978776714045e-05
"FBXL13",1.60480770029810e-09,-1.27777426180676,0.039,0.142,3.62975405653423e-05
"TTYH2",1.60550056209709e-09,2.35301959068043,0.17,0.067,3.63132117135119e-05
"VDAC3",1.63462889557753e-09,-0.93535689354397,0.089,0.223,3.69720363601725e-05
"DOCK10",1.64355380461923e-09,-0.26142575614409,0.326,0.568,3.71738999528777e-05
"CALM3",1.64501864413985e-09,-0.262746734442343,0.209,0.404,3.72070316931551e-05
"DTNB",1.66679661219113e-09,-0.389775074336865,0.215,0.398,3.76996057745389e-05
"PLPP4",1.68119245440546e-09,-0.918922364854289,0.038,0.141,3.80252109337427e-05
"LAMA3",1.6864852808514e-09,-0.972602443652549,0.055,0.17,3.81449240822971e-05
"GRM5",1.78000186875051e-09,-0.41091153793016,0.356,0.559,4.02600822673991e-05
"PCSK5",1.78317040565263e-09,-0.893114094591606,0.075,0.201,4.03317482350512e-05
"SRGAP2C",1.78404593074535e-09,-0.791215117429462,0.086,0.218,4.03515508615983e-05
"UBE2V2",1.79093532433714e-09,-0.714207196601809,0.039,0.142,4.05073751658575e-05
"ZEB1",1.81595248207783e-09,-0.308074848578959,0.168,0.341,4.10732132396362e-05
"JAZF1",1.83702392308128e-09,-0.692611175040653,0.152,0.313,4.15498070922523e-05
"SLC8A3",1.86030198033444e-09,-0.760597147906758,0.068,0.19,4.20763101912044e-05
"WLS",1.86121162145478e-09,-0.89832156312427,0.066,0.186,4.20968844540642e-05
"KIAA1456",1.89575516905761e-09,-0.479238981375844,0.123,0.274,4.2878190413745e-05
"REPS1",1.98763697796103e-09,-0.644955727839609,0.111,0.255,4.49563731675227e-05
"MARCH11",1.99894088906951e-09,-1.70127988654256,0.032,0.129,4.52120450289742e-05
"AFAP1",2.02289889952166e-09,-0.651217807260495,0.073,0.198,4.57539273093809e-05
"RPL21",2.03706689623406e-09,-0.386755307895903,0.184,0.362,4.60743790590221e-05
"PDE8B",2.03795690771869e-09,-0.543996023464312,0.152,0.315,4.60945093387813e-05
"FAM49A",2.07088079303936e-09,-0.540410671266559,0.134,0.288,4.68391817769642e-05
"CES4A",2.08986863940567e-09,-1.16996993143433,0.082,0.208,4.72686488860775e-05
"HOOK3",2.10521492094531e-09,-0.576834122999071,0.075,0.201,4.76157510819409e-05
"ZNF385D",2.14489012364257e-09,-0.496877593686387,0.411,0.624,4.85131248165476e-05
"RP11-69I8.3",2.15631308232699e-09,-1.14186717955311,0.063,0.18,4.87714892960718e-05
"HDAC8",2.23246883753948e-09,-0.352229685265076,0.175,0.356,5.0493980167468e-05
"TMEM131",2.27173222994066e-09,-0.656551429322821,0.088,0.217,5.13820395767978e-05
"BIN1",2.39271367829552e-09,1.8316556068567,0.388,0.302,5.4118397975688e-05
"SMCHD1",2.41227674270728e-09,-0.492187158012398,0.132,0.284,5.45608753665532e-05
"ARHGEF9",2.44273029854627e-09,-0.578954119011479,0.113,0.256,5.52496738925195e-05
"NDUFA12",2.45207618829804e-09,-1.05994989366408,0.055,0.168,5.5461059226925e-05
"RTN4",2.50288235597068e-09,-0.423865444232863,0.401,0.625,5.66101931273448e-05
"GABRA4",2.52426029805551e-09,-0.640617651415738,0.084,0.214,5.70937194214196e-05
"AC007563.5",2.57487648914267e-09,-0.843095214372203,0.088,0.218,5.8238556431429e-05
"MYEF2",2.62726928963064e-09,-0.250754815903693,0.125,0.28,5.94235767928659e-05
"FSD1L",2.66287089077376e-09,-1.07411811378648,0.055,0.167,6.02288138075209e-05
"DMXL2",2.83997729256628e-09,-0.638929042845017,0.107,0.249,6.42346064032641e-05
"WAC-AS1",2.84262394061011e-09,-1.49027819836656,0.034,0.132,6.42944682887196e-05
"ZNF37A",2.86857876595206e-09,-0.660282054012943,0.079,0.204,6.48815145283037e-05
"PSMG2",3.01493348204036e-09,-1.13999704597787,0.048,0.155,6.81917654967888e-05
"SNCAIP",3.07149576364921e-09,-1.51469188047625,0.021,0.108,6.94710911822178e-05
"BTBD11",3.10447774647614e-09,-0.540426787298693,0.113,0.255,7.02170776697974e-05
"CSPP1",3.18442789924997e-09,-0.457798760011474,0.131,0.283,7.20253902252359e-05
"AATK",3.23486219357665e-09,1.88780589571569,0.309,0.204,7.31661130943167e-05
"ZNF565",3.239689599957e-09,-0.960048443106738,0.073,0.193,7.32752993718273e-05
"NGLY1",3.27263485881342e-09,-1.06557409099187,0.048,0.155,7.40204552366419e-05
"GLUL",3.31747443327778e-09,1.94923141084866,0.309,0.202,7.50346367318769e-05
"SELM",3.31912678875621e-09,-0.631396003767542,0.102,0.237,7.50720097080879e-05
"C2CD5",3.33567003227283e-09,-0.261618292144601,0.182,0.359,7.5446184789947e-05
"DENND4C",3.40331971510817e-09,-0.76224562239047,0.089,0.221,7.69762853163165e-05
"LRRN3",3.4103339295476e-09,-0.766334900394814,0.059,0.173,7.71349328185076e-05
"SSB",3.41100796834922e-09,-0.707828113516244,0.057,0.17,7.71501782281226e-05
"RAPGEF2",3.42945270014772e-09,-0.334624488664323,0.209,0.391,7.75673611719412e-05
"AKAP7",3.4976751358719e-09,-0.730388533553684,0.059,0.171,7.91104162231506e-05
"DENND1A",3.51428251153665e-09,-0.435280173612383,0.152,0.313,7.94860418459359e-05
"PTCHD4",3.53829009473951e-09,-1.16217576449119,0.091,0.217,8.00290453628182e-05
"TAX1BP1",3.5737714143143e-09,-0.662485552597128,0.109,0.247,8.08315618489608e-05
"FBXW7",3.59381964009901e-09,-0.568009649582542,0.154,0.313,8.12850126197594e-05
"RBMS1",3.60914187689722e-09,-0.803821768524568,0.052,0.161,8.16315709716612e-05
"SLC35F3",3.67999733646351e-09,-0.62469603244973,0.132,0.281,8.32341797561318e-05
"DNAJB14",3.73644554135597e-09,-0.49144387086474,0.107,0.25,8.45109252543894e-05
"RNGTT",3.81796571444606e-09,-0.483320476157982,0.104,0.242,8.63547485293409e-05
"CATSPER2",3.82573668584697e-09,-0.94791530524507,0.089,0.215,8.65305123604868e-05
"C20orf194",3.88725028917633e-09,-0.330753672851062,0.191,0.369,8.79218270405903e-05
"CCDC171",4.01254820482869e-09,-0.714088898422069,0.1,0.237,9.07558152968153e-05
"OLA1",4.01641135574311e-09,-0.634480207883217,0.113,0.256,9.08431920441977e-05
"MRPS21",4.05168232684094e-09,-0.602797496911192,0.084,0.214,9.16409508684884e-05
"EXOC2",4.09421500189153e-09,-0.904385617274079,0.077,0.202,9.26029549127827e-05
"SRGAP2B",4.0969425852889e-09,-0.592414188079418,0.089,0.221,9.26646473940642e-05
"FRY",4.18099222331663e-09,-0.415264367262756,0.231,0.419,9.45656821069756e-05
"LINC00869",4.30311326898111e-09,-1.10272922835477,0.048,0.154,9.73278159178148e-05
"C19orf60",4.38107772608446e-09,-0.739278004539911,0.07,0.189,9.90912160085784e-05
"WRB",4.38155254933262e-09,-0.910689332218242,0.054,0.165,9.91019555608051e-05
"CEP192",4.46546751756898e-09,-0.718208501101114,0.068,0.184,0.000100999944312375
"MICU1",4.4722895020991e-09,-0.271697808704193,0.199,0.378,0.000101154243958477
"RNF149",4.48398445131915e-09,-0.585577268369227,0.114,0.256,0.000101418760319937
"FARP1",4.53899499415687e-09,-0.415944551365098,0.129,0.277,0.00010266298877784
"ZMYM4",4.5423922430091e-09,-0.328192527899695,0.159,0.325,0.00010273982775238
"PLEKHB1",4.54522082988826e-09,2.59084278913391,0.127,0.04,0.000102803804730413
"SNAPC3",4.5815639959014e-09,-1.06854585165446,0.057,0.167,0.000103625814459298
"ME3",4.6460080524857e-09,-0.537542410298005,0.093,0.227,0.000105083410131121
"KIAA0825",4.76319048100266e-09,-0.29210397859509,0.132,0.284,0.000107733842299318
"PLCL2",4.785027924164e-09,-0.604848283700794,0.134,0.284,0.000108227761588741
"AC016831.7",4.80184112290498e-09,-0.746363300239152,0.089,0.218,0.000108608042517865
"FAR2",4.82425495013174e-09,-0.517900200386636,0.104,0.243,0.00010911499846208
"BDNF-AS",4.9142095901151e-09,-0.686093757225342,0.111,0.249,0.000111149592509223
"ZBTB20",5.08893919408888e-09,-0.523402171292322,0.293,0.493,0.000115101626691902
"ATP1B2",5.14023880369092e-09,-0.502881713207794,0.104,0.243,0.000116261921261881
"TMEM196",5.30588036188008e-09,-1.19765223565261,0.02,0.104,0.000120008402025004
"PLCB4",5.35082581541892e-09,-0.509475112304017,0.118,0.261,0.000121024978293145
"ZKSCAN1",5.35924059883816e-09,-0.913597077716654,0.095,0.225,0.000121215303864522
"RSRP1",5.40132451765066e-09,-0.35860652214971,0.147,0.303,0.000122167157940223
"ECHDC2",5.46165264331951e-09,-0.726270006408632,0.059,0.171,0.000123531659486601
"BEX4",5.73646517734342e-09,-0.769084796541213,0.089,0.218,0.000129747369381153
"CNTRL",5.82489214884786e-09,-0.831894149547328,0.072,0.19,0.000131747410622641
"RPS6",6.03850055885066e-09,-0.569925113352502,0.138,0.286,0.000136578805640084
"FARS2",6.17551724093083e-09,-0.274570255866616,0.107,0.246,0.000139677848955374
"KCNN2",6.21968638555918e-09,-0.829755614097361,0.064,0.179,0.000140676866668578
"PTPRR",6.35313755592368e-09,-0.537978028577743,0.141,0.288,0.000143695265239882
"GPX1",6.46553175744198e-09,-0.867344862481556,0.038,0.136,0.000146237397289823
"PLCB1",6.52047848759719e-09,-0.275667337344379,0.544,0.794,0.000147480182432473
"STMN3",6.59312513391476e-09,-0.705898988217302,0.098,0.23,0.000149123304278884
"HIF3A",6.6735756600837e-09,2.27921593481278,0.206,0.101,0.000150942934279773
"RPL10A",6.69955428778963e-09,-0.672597670080741,0.107,0.245,0.000151530518881226
"CD22",6.73027335261865e-09,3.14571007465925,0.118,0.035,0.000152225322689529
"CEP78",6.73065417684481e-09,-1.82434635690905,0.021,0.105,0.000152233936171876
"RP13-578N3.3",6.82519898078725e-09,-0.798114428303819,0.047,0.151,0.000154372350547446
"NBPF1",7.09383369649865e-09,-1.113538855547,0.054,0.161,0.000160448330547406
"TENM3",7.26288396747801e-09,-0.470743620688802,0.263,0.452,0.000164271909576418
"MAK",7.33813556059593e-09,-1.2004237513004,0.043,0.142,0.000165973950109559
"FBXL20",7.45836270782594e-09,-0.404143957667184,0.161,0.321,0.000168693247725607
"BTBD10",7.53870324492094e-09,-0.403077119178241,0.072,0.19,0.000170510389993622
"RP11-692D12.1",7.70681919285204e-09,-1.09572584194652,0.034,0.129,0.000174312836503928
"RHPN1",7.78099557922459e-09,2.78994406432863,0.141,0.051,0.000175990558010902
"KIAA1468",7.8260130124998e-09,-0.489948471941607,0.095,0.225,0.000177008762316721
"IGSF11",8.15470917867884e-09,-0.502021047337617,0.141,0.288,0.000184443212203358
"LINC00882",8.19843430774004e-09,-0.424675026834437,0.14,0.294,0.000185432187172464
"RP11-296O14.3",8.20782331008291e-09,-0.964569815255933,0.05,0.154,0.000185644547627455
"SPOCK3",8.26710549520279e-09,-0.374354836867649,0.36,0.583,0.000186985392090497
"RNF24",8.3202529077136e-09,-0.344700242140944,0.136,0.286,0.000188187480266666
"KLHL29",8.47747950349348e-09,-0.428985413397595,0.093,0.224,0.000191743631410016
"HOOK2",8.6269754279362e-09,-0.624762990896607,0.079,0.199,0.000195124930229061
"VWC2L",8.86853925439097e-09,-0.842381984806678,0.1,0.23,0.000200588620855815
"SARAF",8.8701281586202e-09,-0.27225309530467,0.272,0.477,0.000200624558691672
"SESTD1",8.92765582000379e-09,-0.537305214442522,0.129,0.277,0.000201925719336846
"LINC01184",8.94717223995796e-09,-0.647363009044351,0.122,0.261,0.000202367141723369
"EPB41L5",8.9745563477572e-09,-0.485434859652889,0.082,0.206,0.000202986515473572
"FKTN",8.98071390523012e-09,-1.45868054164573,0.045,0.145,0.000203125787108495
"RIC1",9.12918087846119e-09,-0.890448953063711,0.055,0.164,0.000206483813109035
"CNKSR2",9.14285841113244e-09,-0.308697736735219,0.206,0.387,0.000206793171542994
"USP39",9.28471946317534e-09,-0.512995867315954,0.154,0.309,0.0002100017848181
"LRRC16A",9.32814674331116e-09,-0.949964721764141,0.07,0.184,0.000210984023040212
"TXNDC16",9.37411008687508e-09,-0.717080875612885,0.111,0.25,0.000212023621944941
"ANKIB1",9.44520086356039e-09,-0.286748377877549,0.199,0.373,0.000213631553132009
"HLTF",9.49626227222454e-09,-0.606624771421671,0.061,0.171,0.000214786460073175
"CDH4",9.5516446499915e-09,-0.72064576873199,0.1,0.228,0.000216039098693508
"SYT16",9.89949226119419e-09,-0.581237676969769,0.118,0.255,0.00022390671596369
"MAN1A2",1.01448986241206e-08,-0.362078832926694,0.186,0.353,0.00022945731708036
"FRMD5",1.01525984872559e-08,-0.368114424746212,0.372,0.597,0.000229631472584754
"TAOK1",1.01757887088664e-08,-0.57632699681357,0.148,0.299,0.00023015598901714
"MEST",1.02649748045848e-08,-1.40412467801015,0.023,0.107,0.000232173200130098
"HCG17",1.03933408983393e-08,-0.4442415450751,0.086,0.212,0.000235076584438638
"DZIP3",1.08636932809463e-08,-0.68567080813532,0.136,0.283,0.000245715014628443
"HMBOX1",1.09602564790917e-08,-0.778023725929897,0.102,0.23,0.000247899081044097
"TMA7",1.11886132871048e-08,-0.507038038528472,0.157,0.312,0.000253064055327737
"ELOVL6",1.15359690514525e-08,-0.657375730047772,0.045,0.145,0.000260920548005754
"LARP1B",1.15993647455056e-08,-0.58730443786158,0.122,0.264,0.000262354431813845
"FGD4",1.16278352730095e-08,-0.939069522918519,0.055,0.163,0.000262998378204928
"RPL27A",1.17423784202991e-08,-0.279353826646652,0.184,0.359,0.000265589115110324
"PHYHIP",1.181396093769e-08,1.98725903787947,0.215,0.108,0.000267208168488673
"PHTF1",1.20244999238082e-08,-0.441432905701985,0.102,0.233,0.000271970139276693
"ATXN2",1.20798048767435e-08,-0.505150776778231,0.193,0.356,0.000273221026702183
"GIGYF2",1.23168960955804e-08,-0.489630539143671,0.123,0.266,0.000278583555889838
"GABRA2",1.23825189372251e-08,-0.931934119898284,0.106,0.234,0.000280067813322157
"FAM168A",1.27465405620207e-08,-0.313492062054927,0.182,0.351,0.000288301254431783
"MSRA",1.28961646519758e-08,-0.305140570265877,0.317,0.53,0.000291685452098389
"EID1",1.29073717965466e-08,-0.391021297361758,0.106,0.239,0.000291938935294291
"TMEM117",1.31124028079079e-08,-0.56818644672363,0.113,0.249,0.000296576326709262
"CTD-2277K2.1",1.32889984942022e-08,-0.729386972278222,0.068,0.182,0.000300570567941865
"VPS35",1.33526625239178e-08,-0.83762680838869,0.07,0.183,0.000302010520965972
"USP49",1.35306262473567e-08,-0.98891423878989,0.041,0.138,0.000306035704462713
"LYPD6B",1.39586104509254e-08,-0.928697058118951,0.064,0.174,0.00031571585117903
"ASH1L",1.45974407646752e-08,-0.359858460485982,0.245,0.435,0.000330164915215423
"PCDH10",1.50437246302933e-08,-0.331338829864002,0.086,0.211,0.000340258963687973
"P2RY14",1.55675323912497e-08,-0.909204970114357,0.02,0.1,0.000352106447625286
"RP3-525N10.2",1.57692563379416e-08,-0.852789773179452,0.098,0.223,0.000356669039851563
"MTF2",1.59343331311521e-08,-0.592181409283508,0.086,0.208,0.000360402746760397
"IRAK1BP1",1.60075656516946e-08,-0.606507437647001,0.075,0.193,0.000362059119910028
"AL132709.8",1.655384996637e-08,-1.34954547318998,0.021,0.102,0.000374414978539358
"ATP5J",1.66613159786751e-08,-0.80391739611761,0.07,0.183,0.000376845644805675
"FABP5",1.68324456477818e-08,-0.807476874810741,0.043,0.142,0.000380716255661529
"SPRED2",1.69884147196609e-08,-0.561365893933363,0.066,0.177,0.00038424396412929
"ABAT",1.7160458056982e-08,-0.617735998677497,0.1,0.228,0.000388135240332819
"RNF157",1.72163947989498e-08,-0.575601066358576,0.072,0.187,0.000389400417562647
"PLEKHA5",1.72667953221788e-08,-0.25955908583088,0.293,0.51,0.00039054037659704
"PAN3",1.72986173033164e-08,-0.496808488648247,0.156,0.306,0.00039126012616641
"PDE3B",1.78289038429771e-08,-0.338628229371246,0.132,0.275,0.000403254147120455
"SETD5",1.80799378879117e-08,-0.337586993105969,0.224,0.406,0.000408932035148786
"RPS3A",1.82019845278582e-08,-1.6588186892649,0.029,0.114,0.000411692486051098
"ATG10",1.82436334625185e-08,-0.894825785244839,0.054,0.157,0.000412634501655243
"RPS3",1.83687134560769e-08,-0.757491654634774,0.123,0.262,0.000415463560949547
"RNPC3",1.83758543719426e-08,-0.390906870007139,0.152,0.305,0.000415625074184599
"RPL7A",1.86677068220753e-08,-1.03499215270561,0.052,0.154,0.0004222261929017
"FKBP5",1.87932980045177e-08,2.52701840513634,0.116,0.035,0.000425066814266181
"SGCZ",1.92482906280875e-08,-0.555226029181469,0.354,0.531,0.000435357837426083
"COPB1",1.95298043860676e-08,-0.869433768262122,0.036,0.129,0.000441725115604077
"SETX",1.98368881382459e-08,-0.350137551462645,0.086,0.211,0.000448670735910846
"DIS3L2",1.99322438789608e-08,-0.645160594892753,0.104,0.231,0.000450827492054336
"C8orf59",1.99970717893878e-08,-1.47321858161877,0.027,0.111,0.000452293769732373
"GAP43",2.01065659612272e-08,-1.06344714772337,0.059,0.165,0.000454770308911036
"MLLT10",2.03421689527246e-08,-0.502294511675275,0.154,0.299,0.000460099177372725
"NFAT5",2.05442452807831e-08,-0.336463079201988,0.224,0.407,0.000464669739760753
"KIAA1549L",2.06971701481341e-08,-0.433275542127952,0.129,0.269,0.000468128594410496
"MAGED1",2.07148155812389e-08,-0.361666024768811,0.157,0.315,0.000468527698816461
"HYDIN",2.09046026751623e-08,-0.543914055365578,0.154,0.305,0.00047282030330682
"TMSB4X",2.16531009035541e-08,-0.317480982818171,0.41,0.647,0.000489749836236586
"COX6C",2.19415972785915e-08,-0.795129938368679,0.082,0.198,0.000496275047247182
"MAST3",2.27822887205724e-08,2.36895984863742,0.145,0.056,0.000515289806281906
"BCKDHB",2.45838419507681e-08,-0.662008293564715,0.073,0.189,0.000556037337242472
"HGSNAT",2.46880992375736e-08,-0.951814611960635,0.095,0.217,0.00055839542855544
"GLMN",2.51043905727199e-08,-0.465712600417351,0.072,0.183,0.000567811105973778
"RLF",2.53477483513603e-08,-0.454675127646769,0.1,0.227,0.000573315372211067
"CCBE1",2.57766736133473e-08,-1.07698360850854,0.029,0.114,0.000583016803786688
"ATP5G3",2.60216807075676e-08,-0.8075653764798,0.047,0.146,0.000588558374243764
"SPDYE5",2.64051739318773e-08,-1.29845030195198,0.036,0.126,0.000597232223991202
"MED31",2.666293279338e-08,-0.949515545061676,0.029,0.114,0.000603062213920668
"PHYHIPL",2.68051706161378e-08,-0.254836319811118,0.154,0.309,0.000606279348995806
"CEP112",2.73802081971119e-08,-0.72420670306574,0.109,0.236,0.000619285549002276
"COLGALT1",2.80158068040326e-08,2.69759475808908,0.123,0.041,0.000633661518293608
"ZNF148",2.83944665100721e-08,-0.438064171764823,0.148,0.3,0.000642226043524811
"PIBF1",2.84642743199801e-08,-0.405892206769885,0.14,0.281,0.000643804956569311
"BEX5",2.9084313466365e-08,-1.46237437785834,0.027,0.11,0.000657829001982244
"PIGN",2.92933878665449e-08,-0.715693795492559,0.086,0.204,0.000662557846765511
"WWC2",2.93966407834653e-08,-0.69225248750158,0.055,0.158,0.000664893221240419
"PTGR1",2.99642559906322e-08,-1.26235273508636,0.059,0.163,0.000677731541996118
"C1orf27",3.01804073861092e-08,-1.0653501814937,0.041,0.135,0.000682620454259018
"PTGES3",3.10730557657486e-08,1.97863101478624,0.281,0.182,0.000702810375309701
"PCNX",3.19787757632888e-08,-0.498809415606378,0.125,0.265,0.000723295950214066
"LRRC49",3.2675586426057e-08,-0.742779475252314,0.073,0.186,0.000739056413784557
"PKP2",3.31156970820377e-08,-0.980899042010998,0.048,0.146,0.000749010836601529
"LINC01138",3.3170463544019e-08,-0.494224442891995,0.084,0.204,0.000750249544438621
"LMBR1",3.3311128130347e-08,-0.537083115653656,0.093,0.215,0.000753431096052189
"XPO5",3.39457383240963e-08,-0.942073863067519,0.079,0.192,0.000767784709414409
"TXN",3.42581914686978e-08,-1.37221445105327,0.036,0.124,0.000774851774639008
