"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"RP11-123O10.4",1.39050093244735e-26,-1.1478670710387,0.274,0.594,3.14503500900942e-22
"DNAJB2",2.69429972410304e-26,2.60037360139271,0.46,0.253,6.09396711597626e-22
"ROBO1",2.87002823749407e-26,-1.17866961225405,0.302,0.618,6.49142986756408e-22
"GRM7",9.20482653454455e-26,-0.93836735527915,0.252,0.592,2.08194766558329e-21
"AEBP1",1.25829313537078e-25,4.65460308293646,0.202,0.023,2.84600741358162e-21
"C8orf34",1.26310611165273e-25,-1.0615988152415,0.152,0.448,2.85689340333615e-21
"NKAIN3",2.51234931699581e-25,-1.32308226746924,0.089,0.35,5.68243168518113e-21
"GRIA1",5.25781267459099e-25,-0.698707703612172,0.358,0.717,1.18921207073899e-20
"GPHN",5.84552944608623e-25,-0.672171904005221,0.453,0.82,1.32214185011578e-20
"SLC24A3",9.71901240929724e-25,-1.34169322055076,0.125,0.397,2.19824622673485e-20
"EPHA6",1.00008484499846e-24,-0.727675174559772,0.313,0.671,2.26199190241752e-20
"MTUS2",1.03188488817735e-24,-0.768054297716592,0.327,0.671,2.33391724007953e-20
"FRMD4A",5.37287536601636e-24,-0.72489064518037,0.476,0.814,1.21523695028558e-19
"RELN",5.49430247996857e-24,-1.51144008038873,0.188,0.464,1.24270133491929e-19
"CNTN4",8.44046023519285e-24,-0.693407332615378,0.318,0.662,1.90906329599592e-19
"PCSK2",1.10957780016519e-23,-1.05794728516266,0.145,0.425,2.50964306841364e-19
"ADGRB3",1.35713380825786e-23,-0.55712828694501,0.746,0.965,3.06956524751763e-19
"NR2F2-AS1",1.48486204521276e-23,-1.57390258503796,0.082,0.325,3.35846097386223e-19
"RAB3A",1.54870450874246e-23,-1.80985668990394,0.072,0.307,3.50285985787369e-19
"CXCL14",1.58361401909387e-23,-2.51405789050707,0.098,0.337,3.58181818838651e-19
"GRIN2B",2.14723038181122e-23,-0.722539290406852,0.324,0.662,4.85660567758062e-19
"MT-CYB",2.31843012258542e-23,1.77583961788431,0.551,0.353,5.2438252512637e-19
"PLP1",2.50666313054924e-23,1.80548462709791,0.596,0.488,5.66957066867627e-19
"GABRB1",3.56800834774865e-23,-0.634402609767683,0.286,0.63,8.07012128093791e-19
"PLD5",4.19788999007075e-23,-0.863132283896187,0.218,0.523,9.49478757954202e-19
"IMMP2L",4.20724810407956e-23,-0.903399618703522,0.209,0.511,9.51595376180716e-19
"ZNF292",4.56674484050734e-23,-0.906571929855776,0.234,0.546,1.03290634802595e-18
"UTY",4.75611250336172e-23,-1.16426252560005,0.055,0.283,1.07573752601035e-18
"AUTS2",5.30086764453223e-23,-0.737233285738885,0.467,0.788,1.1989502438403e-18
"ANKRD36",5.50183936315937e-23,-0.929081215148583,0.218,0.529,1.24440602715939e-18
"CNTN5",8.10691443617839e-23,-0.935723756051059,0.506,0.772,1.83362190717483e-18
"LRP1B",8.13540915389753e-23,-0.846064866200368,0.644,0.877,1.84006684242854e-18
"NETO2",1.01409026718225e-22,-1.37616691017129,0.07,0.3,2.29366936631282e-18
"CNTN2",1.15262755023935e-22,2.96371361949622,0.365,0.167,2.60701299313135e-18
"VIP",1.23144325878074e-22,-3.5829931737158,0.032,0.223,2.78527836271028e-18
"BAIAP2L1",1.23734777809955e-22,-2.12797650822268,0.05,0.262,2.79863320450557e-18
"MEG8",1.89324726455854e-22,-1.34553871115513,0.122,0.373,4.2821466629785e-18
"GRID2",1.99343053230017e-22,-0.844960158914919,0.428,0.745,4.50874117795652e-18
"MT-ND2",2.11677595758718e-22,1.77248569215002,0.535,0.357,4.78772386087069e-18
"GRIP1",2.17313397379826e-22,-0.865116072889192,0.306,0.624,4.9151944219369e-18
"GABRA1",2.38198209258024e-22,-0.885381016647877,0.14,0.414,5.38756709699799e-18
"MDGA2",4.12462805418566e-22,-0.675550742287603,0.395,0.719,9.32908373295712e-18
"KLF12",4.74022476701804e-22,-0.929455610770957,0.131,0.4,1.07214403780414e-17
"UBA6-AS1",5.74121508033592e-22,-1.37377867257893,0.104,0.347,1.29854802687038e-17
"PAM",6.06139299292288e-22,-0.878324198683057,0.24,0.543,1.3709658671393e-17
"TMEFF2",1.5011321501726e-21,-0.880192108030299,0.236,0.537,3.39526069726039e-17
"RPL15",1.58703683008926e-21,-0.995359243785001,0.166,0.439,3.58955990229589e-17
"ANKRD36C",1.60785112279304e-21,-0.738881675259954,0.222,0.518,3.63663766953331e-17
"AC005592.2",2.08329247111116e-21,-2.16708436877182,0.032,0.22,4.71199091115923e-17
"PITPNC1",2.80175967695834e-21,-0.818204996171418,0.182,0.464,6.33702003734438e-17
"DLGAP1",3.09426066272848e-21,-0.6080669504839,0.612,0.9,6.99859876695929e-17
"ANKRD30BL",4.35530687866697e-21,-0.778207502078939,0.172,0.447,9.85083309816896e-17
"HSPA1B",4.96351509920191e-21,4.10528695129499,0.199,0.037,1.12264784513749e-16
"DMD",5.01564680927424e-21,-0.565506806083354,0.37,0.691,1.13443899532165e-16
"RP11-116O11.1",5.21110784809199e-21,-3.37866923149259,0.021,0.193,1.17864837308145e-16
"EXT1",5.50524365146122e-21,-0.898940784633731,0.222,0.51,1.2451760090875e-16
"RBFOX2",8.36996521310136e-21,-0.666534760928549,0.286,0.608,1.89311873189926e-16
"KCNT2",1.02973459349871e-20,-1.10250092841271,0.136,0.394,2.32905370357539e-16
"GALNTL6",1.35513912825003e-20,-1.03074297066259,0.336,0.616,3.06505368027591e-16
"IGF1",1.57925836841343e-20,-1.43268132321616,0.052,0.253,3.5719665776775e-16
"GPRC5B",2.63253078882081e-20,2.62610939193875,0.358,0.173,5.9542581381549e-16
"LSAMP",3.31777656155449e-20,-0.524465051347352,0.742,0.952,7.50414702692395e-16
"PTPRO",3.50959159504297e-20,-0.974343694978249,0.145,0.403,7.9379942696682e-16
"NLGN4Y",3.92498797436075e-20,-0.566627002383363,0.12,0.376,8.87753780040914e-16
"GRIK1",4.46892456609025e-20,-1.19649854249566,0.318,0.589,1.01078135835829e-15
"PDZRN3",4.50227326682878e-20,-0.931475994143318,0.181,0.451,1.01832416749133e-15
"CCDC85A",4.55559445446308e-20,-0.956292180425168,0.17,0.433,1.03038435371046e-15
"RP11-405A12.2",4.81571099170109e-20,-1.7920144981061,0.052,0.249,1.08921751210295e-15
"MBP",5.01031254013702e-20,1.97247220857601,0.549,0.435,1.13323249032819e-15
"CSRP1",5.06191919967183e-20,3.19150995163114,0.254,0.078,1.14490488458177e-15
"NEGR1",7.64525857645324e-20,-0.667626781452237,0.429,0.739,1.72920458482219e-15
"MAP3K13",8.11806326493851e-20,-1.26638609402108,0.116,0.347,1.83614354926379e-15
"CSMD3",8.71960456101143e-20,-0.607050689475981,0.458,0.748,1.97220015960957e-15
"SNRPN",8.95708215108199e-20,-0.953696706546177,0.191,0.463,2.02591284093172e-15
"PARK2",9.67449047881588e-20,-0.630856924170699,0.245,0.545,2.18817625649857e-15
"SLC44A5",1.04385354756676e-19,-0.780505199597119,0.202,0.483,2.3609879538865e-15
"PWAR6",1.61786606698854e-19,-1.01929572005334,0.17,0.428,3.65928947031469e-15
"GRIN3A",1.75655110461902e-19,-1.6924499687776,0.072,0.277,3.97296728842731e-15
"EML6",1.99322670261398e-19,-1.16533297371992,0.109,0.332,4.5082801559723e-15
"RP11-318K12.2",2.57739137104056e-19,-2.97806616741693,0.018,0.176,5.82954380301953e-15
"PDE5A",2.73976781748109e-19,-1.97475096443544,0.075,0.274,6.19680684957872e-15
"MAGI3",2.74903685590039e-19,-0.872412554659355,0.123,0.366,6.21777156067549e-15
"DLG2",3.19570108613881e-19,-0.475641690209288,0.773,0.94,7.22803671662875e-15
"VWC2",4.37340739674493e-19,-0.865272478178522,0.14,0.387,9.89177284995769e-15
"RAPGEF3",4.64849107650312e-19,3.06730436437757,0.279,0.104,1.05139571168348e-14
"RP11-384F7.2",4.93149530477352e-19,-0.689279929374717,0.347,0.637,1.11540560803368e-14
"RGS7",5.36277449472999e-19,-0.512504112758112,0.463,0.805,1.21295233521803e-14
"FGF12",5.37358784430587e-19,-0.55445325622323,0.456,0.802,1.2153980986251e-14
"ANLN",5.64368112463983e-19,3.5600030002294,0.197,0.042,1.27648779677104e-14
"PAK3",5.78311206966308e-19,-0.551361528399791,0.293,0.596,1.3080242879164e-14
"CTD-2537O9.1",6.33890449936105e-19,-1.27081170281317,0.093,0.31,1.43373341966548e-14
"HMP19",7.15409697560942e-19,-0.99391397562519,0.14,0.379,1.61811365394334e-14
"SYT14",7.63688393531819e-19,-0.711812438348689,0.191,0.46,1.72731040849027e-14
"KCND3",8.79229003614406e-19,-1.12687870558015,0.111,0.338,1.98864016037506e-14
"SCN3A",9.93712844340092e-19,-0.594322433293841,0.19,0.466,2.24757971132842e-14
"XKR4",1.03403533751716e-18,-0.752993497790358,0.284,0.586,2.33878112639631e-14
"MACROD2",1.07438204648413e-18,-0.546294888424837,0.49,0.827,2.43003731273781e-14
"SHISA6",1.10420912200113e-18,-0.897200915809267,0.091,0.312,2.49750019214216e-14
"NDUFA4",1.10883080636722e-18,-1.06363099228713,0.114,0.341,2.50795351784137e-14
"HIVEP3",1.36183452920409e-18,-0.670905397904919,0.243,0.526,3.08019733815381e-14
"FAM172A",1.63130738784026e-18,-0.782367613021761,0.209,0.474,3.68969104981711e-14
"SDK1",1.75070330946802e-18,-1.13873732009248,0.184,0.426,3.95974074535478e-14
"GAD1",1.83422381822947e-18,-1.06696911953071,0.17,0.417,4.14864743207142e-14
"SLC35F1",2.13162376350362e-18,-0.565755687300088,0.242,0.524,4.82130662829248e-14
"MIR99AHG",2.29115661129605e-18,-0.469316890754692,0.351,0.666,5.18213802342942e-14
"RORA",2.55684365997351e-18,-0.530050059838262,0.483,0.801,5.78306899012809e-14
"TTC14",2.58746278038287e-18,-0.832472731452624,0.131,0.369,5.85232331666998e-14
"PIP5K1B",2.82716811640423e-18,-1.10280257322708,0.111,0.331,6.3944888456831e-14
"NOVA1",4.12583908986182e-18,-0.711467230509257,0.24,0.52,9.33182285344947e-14
"PTPRN2",4.19924806410649e-18,-0.589733407026129,0.27,0.575,9.49785927139606e-14
"CHRM3",4.37000968716331e-18,-0.706461507336545,0.297,0.59,9.88408791042598e-14
"RP5-921G16.1",4.39829243368907e-18,-0.865332055000072,0.122,0.353,9.94805782651795e-14
"GPR155",4.59491198666792e-18,-1.03588035898328,0.114,0.334,1.03927719314455e-13
"RERG",6.83370338669716e-18,-1.1686549969709,0.077,0.278,1.54564703200316e-13
"SCG5",7.18382246625907e-18,-0.94874634123844,0.138,0.373,1.62483696541848e-13
"PHACTR1",7.19215554733716e-18,-0.580175173128428,0.347,0.646,1.62672174169672e-13
"NHS",8.11096373188948e-18,-0.999654748366495,0.118,0.34,1.83453777687876e-13
"ATP1B1",9.35295303206652e-18,-0.750031299352282,0.386,0.687,2.1154509167928e-13
"CAMK4",1.00659029521578e-17,-0.960272841143993,0.197,0.461,2.27670592971905e-13
"KCNC2",1.15665265491195e-17,-0.507429504831805,0.329,0.634,2.61611697487984e-13
"L3MBTL4",1.27926775727766e-17,-0.845991875257724,0.179,0.423,2.89344781341062e-13
"NEAT1",1.36700320684336e-17,1.86076159936349,0.435,0.265,3.09188785323831e-13
"ANKRD55",1.40217934810561e-17,-2.12875655210527,0.027,0.182,3.17144924954526e-13
"SBF2",1.53816106792607e-17,-0.695381312493745,0.259,0.54,3.47901270343519e-13
"FER",1.5834392415665e-17,-0.702817038902604,0.199,0.454,3.5814228765751e-13
"PLPPR4",1.63047383534341e-17,-1.10789191874331,0.095,0.3,3.68780572077973e-13
"NRG3",1.69585872069448e-17,-0.609426792494476,0.63,0.855,3.83569325446678e-13
"NEK10",1.71291769212363e-17,-0.949258943478162,0.109,0.331,3.87427723604522e-13
"MAST4",1.72409353356144e-17,-0.860927769474581,0.209,0.47,3.89955475420928e-13
"ATRX",1.80111107840435e-17,-0.470596502644801,0.288,0.599,4.07375303713496e-13
"CNTNAP4",1.83595022271248e-17,-0.746949982558746,0.191,0.447,4.15255221373108e-13
"CALB2",2.21875651760876e-17,-1.61535354316378,0.081,0.272,5.0183834915275e-13
"KHDRBS2",2.41921062755256e-17,-0.771661227412611,0.261,0.527,5.47177059739838e-13
"LINC00461",2.5095358088098e-17,-0.468821286828015,0.224,0.508,5.67606809236601e-13
"PLXNB1",2.80217715281539e-17,2.90213386899714,0.242,0.082,6.33796428423785e-13
"NLGN1",2.86218741994266e-17,-0.559654583944386,0.619,0.878,6.4736955064263e-13
"SOBP",4.10465828893722e-17,-0.570710796266142,0.22,0.488,9.2839161179182e-13
"TUBB2A",4.48968144949564e-17,-1.69354076425833,0.079,0.269,1.01547615024692e-12
"PCDH11Y",4.71855294250044e-17,-1.25997896358976,0.088,0.281,1.06724230453475e-12
"DAAM1",5.56847816009742e-17,-0.683502065657093,0.197,0.449,1.25947839025084e-12
"RPL6",6.37828724298914e-17,-1.0368875248157,0.125,0.343,1.44264100861928e-12
"LRRC7",6.41057112149139e-17,-0.580381663925774,0.444,0.744,1.44994297625892e-12
"ZEB2",6.84918649584303e-17,-0.713930296084037,0.356,0.622,1.54914900162978e-12
"SCMH1",6.94560566385925e-17,-0.868341586249141,0.174,0.408,1.57095708905168e-12
"AIG1",8.97177075712728e-17,-0.914921772387236,0.154,0.382,2.02923510984705e-12
"BEX1",9.25385804688031e-17,-0.771423442413044,0.118,0.338,2.09303761304339e-12
"CRH",9.31955814316737e-17,-5.07046926806526,0.005,0.129,2.1078976608216e-12
"AKAP6",9.4302144407282e-17,-0.469077453137205,0.379,0.7,2.1329259022039e-12
"ANO4",9.48614415831234e-17,-0.743597811568582,0.229,0.495,2.14557608572708e-12
"NMNAT2",9.54600146318136e-17,-0.74548805352393,0.19,0.43,2.15911461094236e-12
"JMJD1C",1.01836930415597e-16,-0.555705032401596,0.404,0.731,2.30334769213997e-12
"NEBL",1.02093170059507e-16,-0.505028480688766,0.326,0.618,2.30914332040592e-12
"CCSER1",1.17903618657578e-16,-0.467358292994234,0.562,0.861,2.66674404679711e-12
"KIAA1107",1.42059544945307e-16,-1.30063063901021,0.073,0.256,3.21310278757295e-12
"SPAG16",1.55924294956742e-16,-0.774651404105561,0.143,0.37,3.52669570333159e-12
"ST7",1.57639302693696e-16,-0.841531616132609,0.114,0.328,3.56548574832601e-12
"CHRNA7",1.61245442433621e-16,-1.83421667643906,0.03,0.182,3.64704941696363e-12
"FBXL17",1.64912656434915e-16,-0.608903728137363,0.304,0.587,3.7299944632449e-12
"SPCS1",1.73043381963615e-16,-1.96356811890341,0.039,0.198,3.91389521325304e-12
"RBMS3",1.75846516646913e-16,-0.66544035905048,0.211,0.463,3.97729651351987e-12
"DYNC1I1",1.79522372071085e-16,-0.639123579547197,0.267,0.546,4.0604370115038e-12
"NYAP2",1.80914797929258e-16,-1.25204913031548,0.095,0.29,4.09193089956397e-12
"TMEM132B",1.80923211848948e-16,-0.564153235621933,0.252,0.523,4.0921212055995e-12
"DGKI",1.85383086469594e-16,-0.782813884496798,0.208,0.458,4.19299464976929e-12
"USP9Y",1.89142550196815e-16,-0.549461799666446,0.068,0.256,4.27802620035157e-12
"DANT2",2.19038676965719e-16,-0.543415511597959,0.236,0.501,4.95421679561062e-12
"MYRF",2.23001117798309e-16,2.64285711245916,0.254,0.094,5.04383928236215e-12
"PRKD1",2.30467839396233e-16,-0.882583126417967,0.131,0.356,5.21272159146399e-12
"SLC4A10",2.32727442018861e-16,-0.574062668147775,0.267,0.543,5.26382928358259e-12
"KIAA1211",2.33270212312882e-16,-0.669029221237094,0.186,0.439,5.27610566209277e-12
"MYT1L",2.39053823848128e-16,-0.405867063626866,0.365,0.687,5.40691938779696e-12
"CDH9",2.57926636657489e-16,-1.14841897564169,0.148,0.36,5.83378466791909e-12
"CMSS1",3.32795696038489e-16,-0.676332935447314,0.129,0.346,7.52717305299855e-12
"PDE4B",3.58943785033008e-16,-0.709491177278721,0.335,0.609,8.11859052987658e-12
"UNC79",3.66925235402114e-16,-0.515559153471937,0.288,0.575,8.29911497432502e-12
"SUMF1",3.68758430514431e-16,-1.04997641177239,0.109,0.313,8.34057818137541e-12
"ADARB2",3.95915910133885e-16,-0.826042977212902,0.454,0.644,8.95482605540822e-12
"MGAT4C",5.07381614075773e-16,-0.917507050543425,0.197,0.43,1.14759573471658e-11
"MEF2C-AS1",5.31336468688021e-16,-0.724961476663299,0.17,0.4,1.20177682487857e-11
"KCNB2",5.44141306386235e-16,-0.954989493914383,0.131,0.34,1.23073880678439e-11
"AC074363.1",6.30331037317086e-16,-0.631656582647816,0.224,0.473,1.42568274020379e-11
"ZNF608",7.53666731703908e-16,-1.04208456541395,0.118,0.319,1.7046434137679e-11
"ERC2",7.87987186306641e-16,-0.456856931142426,0.292,0.583,1.78226941798836e-11
"SLC26A3",8.08591651229086e-16,3.75257531515856,0.165,0.035,1.82887259674995e-11
"FAM49B",9.6293622941841e-16,-0.54415275638932,0.218,0.473,2.17796916369856e-11
"ADK",9.67255426457523e-16,-0.671403408115308,0.166,0.395,2.18773832356162e-11
"RP11-479O9.4",9.75091214257809e-16,-1.47047942922362,0.075,0.252,2.20546130840831e-11
"DGKB",1.02119902619505e-15,-0.393177235467313,0.225,0.49,2.30974795744796e-11
"SLC2A13",1.0546514000257e-15,-0.510620873275016,0.304,0.577,2.38541053657812e-11
"ZNF804B",1.16721200099668e-15,-1.15809256518624,0.12,0.319,2.64000010385429e-11
"GAD2",1.17322108281237e-15,-0.921021213900507,0.127,0.335,2.65359144510503e-11
"C1orf21",1.337132002032e-15,-0.669233336055184,0.118,0.325,3.02432516219598e-11
"CLK1",1.41804926371021e-15,2.21186693200459,0.369,0.217,3.20734382465975e-11
"ARL4C",1.52701031227645e-15,-0.430644207881658,0.107,0.312,3.45379192430687e-11
"CDH10",1.81583844459636e-15,-0.634929363535448,0.204,0.439,4.10706339398805e-11
"WSB1",1.83758874307212e-15,-0.502553605812369,0.247,0.507,4.15625821908052e-11
"CTTNBP2",1.8474127880614e-15,-0.770877614043716,0.134,0.348,4.17847824403726e-11
"TMEM178B",1.85495227754276e-15,-0.410069948621642,0.279,0.549,4.19553106134621e-11
"AAK1",2.08517549050477e-15,-0.559296050069349,0.229,0.482,4.71624992442369e-11
"OSBPL6",2.10848485598269e-15,-0.646188199682789,0.193,0.429,4.76897104726164e-11
"GPM6A",2.18611912441652e-15,-0.451795330243826,0.501,0.82,4.94456423560528e-11
"CHSY3",2.29511439907872e-15,-0.970208445415655,0.206,0.428,5.19108974783625e-11
"GABRG2",2.48989502415871e-15,-0.691553252113102,0.165,0.387,5.63164456564217e-11
"CDK14",2.60452128409647e-15,-0.531034703452054,0.229,0.488,5.8909062403694e-11
"SGCD",2.60678353250344e-15,-0.839264459450057,0.134,0.346,5.89602299381627e-11
"EHBP1",2.76353983923583e-15,-0.668297538387442,0.211,0.46,6.25057440838361e-11
"FAM66D",2.76377872187296e-15,-1.5218561089259,0.055,0.22,6.25111471313226e-11
"RASAL2",2.78992420457104e-15,-0.548165474829977,0.256,0.511,6.31025056589877e-11
"PUS7L",3.02020524197833e-15,-0.687319359193721,0.114,0.322,6.8311002163066e-11
"CACNB2",3.03431904914054e-15,-0.650958487219938,0.302,0.572,6.86302282534607e-11
"FOXN3",3.19915422683984e-15,-0.556841007969651,0.218,0.466,7.23584703026636e-11
"PID1",3.20848485562272e-15,-0.784890393648664,0.143,0.359,7.25695104644747e-11
"CTNNA2",3.34092428454002e-15,-0.496836841063116,0.447,0.736,7.55650254677261e-11
"PPFIA2",3.35003884085815e-15,-0.485435831492499,0.349,0.64,7.57711785025296e-11
"TTC13",3.9784648046229e-15,-2.12326035436692,0.029,0.167,8.99849169509606e-11
"RANBP17",4.12890662889201e-15,-0.869323283090506,0.118,0.324,9.33876101322795e-11
"PDE3A",4.16613575695528e-15,-1.29464257330103,0.064,0.234,9.42296585508146e-11
"LRBA",4.20965959439973e-15,-0.596286185371775,0.172,0.397,9.52140807061332e-11
"ARNT2",4.65806784826653e-15,-0.592025656134192,0.283,0.555,1.05356178592092e-10
"RANGAP1",5.46857636686833e-15,2.57629023367708,0.25,0.1,1.23688260265828e-10
"AP1S2",5.6211382440822e-15,-0.914213177489708,0.107,0.302,1.27138904804651e-10
"LHFPL3",5.78416293271391e-15,-1.20012587182239,0.141,0.341,1.30826197212123e-10
"ICA1L",5.89210273089311e-15,-0.697626256973244,0.114,0.313,1.3326757956734e-10
"ARL15",6.30212669336687e-15,-0.744431221924374,0.197,0.43,1.42541501550572e-10
"BIRC6-AS2",6.43974022989141e-15,-1.52598212878107,0.057,0.218,1.45654044519684e-10
"LINC01322",6.50307584616597e-15,-0.840830669339534,0.206,0.436,1.47086569488582e-10
"SCN8A",6.80005992064421e-15,-0.61053187286588,0.152,0.375,1.53803755285131e-10
"RGS12",8.23039873141045e-15,-0.720343299955188,0.252,0.501,1.86155158507042e-10
"GPATCH8",8.92271878079051e-15,-0.505249244242092,0.236,0.488,2.0181405338392e-10
"WDFY3",9.3112283102003e-15,-0.647591580904929,0.188,0.417,2.1060136192011e-10
"MT-ND1",9.77289095804323e-15,2.01900066526307,0.392,0.236,2.21043247689022e-10
"NAALADL2",9.95088548862914e-15,-0.790117658014782,0.175,0.401,2.25069127981814e-10
"PHIP",1.29241552095417e-14,-0.523550070873526,0.222,0.476,2.92318542529415e-10
"AP3S1",1.33974767611493e-14,-1.10870280925739,0.068,0.236,3.03024129383676e-10
"PCDH8",1.37123342457713e-14,-2.57461130333574,0.018,0.142,3.10145575970855e-10
"UBASH3B",1.50808998622599e-14,-0.610698486644552,0.098,0.287,3.41099793084594e-10
"EIF4G3",1.64625816599668e-14,-0.434631540716099,0.326,0.612,3.72350671985129e-10
"HMGN1",1.80685646183258e-14,-0.892202994883164,0.047,0.199,4.08674794537293e-10
"RP11-1000B6.3",1.86440225039369e-14,-1.3267583806749,0.061,0.221,4.21690500994044e-10
"PCM1",1.96559952533482e-14,-0.371766226108647,0.191,0.426,4.44579300640229e-10
"RUNX1T1",1.9877139636834e-14,-0.528202184585002,0.245,0.485,4.49581144305912e-10
"SEC62",1.99001890333922e-14,-0.787877173442594,0.165,0.382,4.50102475557265e-10
"SHC3",1.99753578296629e-14,-0.784507793118609,0.095,0.277,4.51802643391314e-10
"RIMS2",2.01896674381338e-14,-0.421769324038577,0.54,0.842,4.56649898115711e-10
"IL1RAPL2",2.09515029639661e-14,-1.31531099909046,0.1,0.278,4.73881094038984e-10
"GABRB3",2.23119519111054e-14,-0.449740103167199,0.218,0.463,5.04651728325381e-10
"ANGPTL1",2.24472438594335e-14,-3.21288389855235,0.014,0.132,5.07711761612668e-10
"LAMP2",2.29864302971185e-14,2.28796438185085,0.32,0.168,5.19907080460225e-10
"FAM153B",2.42808167438328e-14,-0.835345756078181,0.107,0.294,5.49183513112011e-10
"WWOX",2.44338425222442e-14,-0.428563573629329,0.367,0.646,5.52644650168119e-10
"GNAQ",2.70096971350072e-14,-0.489502880019963,0.222,0.461,6.10905329799592e-10
"NR3C2",2.78810842150355e-14,-0.713747425419881,0.204,0.433,6.30614362775674e-10
"SLC25A12",3.23782202006692e-14,-0.63407884525523,0.209,0.438,7.32330584498735e-10
"RAPH1",3.25086534062494e-14,-0.930196801915594,0.077,0.245,7.35280722742549e-10
"PLPPR5",3.58090548035268e-14,-1.13138221891412,0.072,0.234,8.09929201546168e-10
"ZBTB16",3.70050058569646e-14,-0.93140363769652,0.131,0.328,8.36979222472826e-10
"ARL17B",3.7943285810789e-14,-0.894099160549001,0.086,0.259,8.58201238468426e-10
"TENM2",4.07037536833883e-14,-0.463464921086224,0.424,0.691,9.20637500810878e-10
"ADAM22",4.12795446127935e-14,-0.591715578822522,0.188,0.414,9.33660740052164e-10
"DNM1L",4.55864870744812e-14,-0.825919136752755,0.141,0.346,1.03107516465062e-09
"PRKCA",5.08508845171092e-14,-0.637901337469382,0.225,0.458,1.15014530600798e-09
"GPR137C",5.09868761041587e-14,-0.642061703715765,0.154,0.366,1.15322116372386e-09
"NF1",5.75175498049601e-14,-0.473920833684465,0.279,0.546,1.30093194148859e-09
"RP11-778J15.1",5.77591830414074e-14,-1.78963193531798,0.052,0.198,1.30639720203055e-09
"FAM171B",6.04600853015363e-14,-0.758002616970249,0.111,0.296,1.36748620935015e-09
"ANKRD28",6.26342290359387e-14,-0.754483308113811,0.134,0.334,1.41666099233486e-09
"ATPIF1",6.40381618894671e-14,-0.916979346295324,0.122,0.316,1.44841514561597e-09
"NOL4",6.65836348051857e-14,-0.707441917628158,0.127,0.327,1.50598865202369e-09
"KCNH7",6.80766587221099e-14,-0.491371384941152,0.25,0.505,1.53975786697668e-09
"RPL7",6.9771469207843e-14,-0.778080887339964,0.165,0.376,1.57809109054299e-09
"RP11-242P2.1",6.98436953122568e-14,-2.24727315414942,0.023,0.146,1.57972470057262e-09
"LRRC4C",7.53119807527353e-14,-0.313448759712555,0.408,0.7,1.70340638066537e-09
"CACNA1D",7.83734235030246e-14,-0.581173595048134,0.193,0.416,1.77265009279141e-09
"CERCAM",7.91120215823867e-14,2.1208561271276,0.335,0.192,1.78935570415042e-09
"APC",8.3278494442129e-14,-0.693135726462794,0.134,0.329,1.88359298729207e-09
"NR2F1-AS1",8.46015748921115e-14,-0.557267278126369,0.161,0.376,1.91351842090978e-09
"GABRG3",8.58645725583528e-14,-0.647120046593305,0.208,0.441,1.94208490212482e-09
"LRRTM3",8.60630746938625e-14,-0.540501699274918,0.252,0.495,1.94657462342578e-09
"MTSS1",9.19825467418605e-14,-0.596505817962367,0.197,0.419,2.0804612422074e-09
"CALN1",9.33685762310363e-14,-0.776891475302548,0.211,0.426,2.11181045719358e-09
"FAM19A2",9.37543583455243e-14,-0.840423823953588,0.286,0.512,2.12053607705907e-09
"RP4-605O3.4",1.00091509948345e-13,-1.46973361801367,0.043,0.183,2.26386977201167e-09
"FAM153C",1.00243338276474e-13,-1.17951178315336,0.088,0.258,2.26730382513729e-09
"RPS13",1.04050524019927e-13,-1.14073241756683,0.068,0.228,2.35341475228272e-09
"RBFOX1",1.04102438120994e-13,-0.496560295615376,0.751,0.94,2.35458894542065e-09
"PARD3",1.05025829148791e-13,-0.640888708503988,0.148,0.356,2.37547420368736e-09
"VEZT",1.16703838812765e-13,-0.964274372878706,0.116,0.299,2.63960742626712e-09
"PDE4D",1.20807120141801e-13,-0.542153278341591,0.424,0.691,2.73241544336725e-09
"SPOCK2",1.23813131860421e-13,-0.557232644173392,0.143,0.347,2.80040541641901e-09
"SST",1.39082484007491e-13,-3.74505717327338,0.009,0.114,3.14576762328144e-09
"HTR2C",1.42738118204676e-13,-2.10323442736809,0.045,0.183,3.22845075755336e-09
"GRIN2A",1.43566332431623e-13,-0.571362606771546,0.306,0.561,3.24718330693845e-09
"GPC5",1.44071917740574e-13,-1.20571172385166,0.118,0.313,3.25861863545631e-09
"NFIB",1.4987434935426e-13,-0.356693414482482,0.295,0.553,3.38985803369464e-09
"ADRA1B",1.52158176779992e-13,-1.7463103816834,0.025,0.149,3.44151364240985e-09
"SMARCA2",1.53646182761871e-13,-0.345352941460135,0.22,0.463,3.47516936170799e-09
"TUSC3",1.64161479066014e-13,-0.843830400135973,0.107,0.286,3.71300433351511e-09
"UQCRB",1.67879089735295e-13,-0.878984041011116,0.132,0.322,3.79708925163291e-09
"B3GAT2",1.78505780324387e-13,-1.28921965673845,0.038,0.173,4.03744373937698e-09
"RAB3C",1.84852438083446e-13,-0.580638203653879,0.224,0.454,4.18099244457138e-09
"GOLGA8B",1.86322756421011e-13,-0.969643083285687,0.114,0.293,4.21424810473043e-09
"ADRA1A",2.29578955026284e-13,-0.789278362256958,0.082,0.249,5.19261680478449e-09
